3
0 0 1 0
150 100 100 100
100 100 100 100

33 24
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	12	7	7	7	7	7	7	9	7	7	7	7	7	7	9	7	7	7	7	7	7	4	0
0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	5	0
0	5	0	150	150	150	150	0	5	0	150	150	150	150	0	5	0	150	150	150	150	0	5	0
0	5	0	150	100	100	150	0	5	0	150	100	100	150	0	5	0	150	100	100	150	0	5	0
0	5	0	150	100	100	150	0	5	0	150	100	100	150	0	5	0	150	100	100	150	0	5	0
0	5	0	150	100	100	150	0	5	0	150	100	100	150	0	5	0	150	100	100	150	0	5	0
0	5	0	150	100	100	150	0	5	0	150	100	100	150	0	5	0	150	100	100	150	0	5	0
0	5	0	150	100	100	150	0	5	0	150	100	100	150	0	5	0	150	100	100	150	0	5	0
0	5	0	150	150	150	150	0	5	0	150	150	150	150	0	5	0	150	150	150	150	0	5	0
0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	5	0
0	11	7	7	7	7	7	7	1	7	7	7	7	7	7	1	7	7	7	7	7	7	1	7
0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	5	0
0	5	0	150	150	150	150	0	5	0	150	150	150	150	0	5	0	150	150	150	150	0	5	0
0	5	0	150	100	100	150	0	5	0	150	100	100	150	0	5	0	150	100	100	150	0	5	0
0	5	0	150	100	100	150	0	5	0	150	100	100	150	0	5	0	150	100	100	150	0	5	0
0	5	0	150	100	100	150	0	5	0	150	100	100	150	0	5	0	150	100	100	150	0	5	0
0	5	0	150	100	100	150	0	5	0	150	100	100	150	0	5	0	150	100	100	150	0	5	0
0	5	0	150	100	100	150	0	5	0	150	100	100	150	0	5	0	150	100	100	150	0	5	0
0	5	0	150	150	150	150	0	5	0	150	150	150	150	0	5	0	150	150	150	150	0	5	0
0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	5	0
0	11	7	7	7	7	7	7	1	7	7	7	7	7	7	1	7	7	7	7	7	7	3	0
0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	5	0
0	5	0	150	150	150	150	0	5	0	150	150	150	150	0	5	0	150	150	150	150	0	5	0
0	5	0	150	100	100	150	0	5	0	150	100	100	150	0	5	0	150	100	100	150	0	5	0
0	5	0	150	100	100	150	0	5	0	150	100	100	150	0	5	0	150	100	100	150	0	5	0
0	5	0	150	100	100	150	0	5	0	150	100	100	150	0	5	0	150	100	100	150	0	5	0
0	5	0	150	100	100	150	0	5	0	150	100	100	150	0	5	0	150	100	100	150	0	5	0
0	5	0	150	100	100	150	0	5	0	150	100	100	150	0	5	0	150	100	100	150	0	5	0
0	5	0	150	150	150	150	0	5	0	150	150	150	150	0	5	0	150	150	150	150	0	5	0
0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	5	0
0	10	7	7	7	7	7	7	8	7	7	7	7	7	7	8	7	7	7	7	7	7	2	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
